pred_token,pred_start,pred_end,gt_token,gt_start,gt_end,iou,start_off_s,end_off_s,text_match,fallback
ถัดมา,224.078,224.628,หนึ่งพัน,224.433,225.155,0.1811,-0.355,-0.527,False,
หนึ่งพัน,224.661,225.144,หนึ่งพัน,224.433,225.155,0.669,0.228,-0.011,True,
มี,225.194,225.761,มี,225.436,225.572,0.2399,-0.242,0.189,True,
ที่,225.813,226.047,ที่,225.747,225.977,0.5467,0.066,0.07,True,
หนึ่ง,226.063,226.63,หนึ่ง,226.054,226.25,0.3247,0.009,0.38,True,
(ชี้นิ้วชี้),226.68,226.863,,,,0.0,,,False,
แปด,226.88,227.613,แปด,226.907,227.709,0.8516,-0.027,-0.096,True,
หนึ่งพัน,227.713,228.147,หนึ่งพัน,227.943,228.126,0.4217,-0.23,0.021,True,
แปด,228.197,228.68,แปด,228.423,228.593,0.352,-0.226,0.087,True,
พัน,228.697,229.147,พัน,228.771,229.137,0.8133,-0.074,0.01,True,
ข้อสอง,229.48,230.296,ข้อสอง,229.43,230.312,0.9252,0.05,-0.016,True,
แปด,230.313,231.196,แปด,230.466,230.804,0.3828,-0.153,0.392,True,
(ชี้ไล่จากบนลงล่าง),231.213,232.046,(ชี้ไล่จากบนลงล่าง),231.046,231.879,0.666,0.167,0.167,True,
(ชี้นิ้วกลาง),232.113,232.246,(ชี้นิ้วกลาง),232.013,232.196,0.3562,0.1,0.05,True,
ห้า,232.313,232.68,ห้า,232.345,233.441,0.297,-0.032,-0.761,True,
ห้า,233.48,234.346,ห้า,233.5,233.814,0.3626,-0.02,0.532,True,
พัน,234.48,234.58,,,,0.0,,,False,
แปดพัน,235.448,236.331,แปดพัน,235.415,236.214,0.8362,0.033,0.117,True,
ห้าพัน,236.365,237.098,ห้าพัน,236.624,237.356,0.4783,-0.259,-0.258,True,
แปดพัน,237.115,237.798,แปดพัน,237.523,237.814,0.3934,-0.408,-0.016,True,
ห้าพัน,237.815,238.565,ห้าพัน,237.871,238.43,0.7453,-0.056,0.135,True,
เห็น,238.681,239.315,เห็น,238.858,239.286,0.6751,-0.177,0.029,True,
(ผายมือ),239.381,239.931,(ผายมือ),239.451,239.912,0.8382,-0.07,0.019,True,
(ชี้),240.238,240.638,(ชี้),240.188,240.51,0.6044,0.05,0.128,True,
แปดพัน,240.671,241.304,แปดพัน,240.714,241.227,0.8104,-0.043,0.077,True,
มาก,241.321,241.921,มาก,241.696,241.974,0.3446,-0.375,-0.053,True,
มาก,241.988,242.521,มาก,242.209,242.332,0.2308,-0.221,0.189,True,
กว่า,242.588,242.821,กว่า,242.526,242.807,0.7424,0.062,0.014,True,
ห้าพัน,242.888,243.571,ห้าพัน,242.887,243.358,0.6871,0.001,0.213,True,
อย่างไร,244.221,244.254,มี,244.18,244.773,0.0556,0.041,-0.519,False,
มี,244.354,244.938,มี,244.18,244.773,0.5528,0.174,0.165,True,
เก้า,245.304,245.937,เก้า,245.271,245.727,0.6351,0.033,0.21,True,
แสน,245.954,246.521,แสน,245.905,246.474,0.8442,0.049,0.047,True,
ห้าหมื่น,246.587,247.221,ห้าหมื่น,246.58,247.098,0.7972,0.007,0.123,True,
แปดพัน,247.237,247.904,แปดพัน,247.265,247.693,0.6417,-0.028,0.211,True,
เจ็ดร้อย,247.921,248.437,เจ็ดร้อย,247.894,248.242,0.5912,0.027,0.195,True,
ห้าสิบ,248.687,248.854,,,,0.0,,,False,
(เครื่องหมายมากกว่า),248.921,249.421,(เครื่องหมายมากกว่า),249.008,249.727,0.5124,-0.087,-0.306,True,
มาก,249.454,249.737,(เครื่องหมายมากกว่า),249.008,249.727,0.3745,0.446,0.01,False,
กว่า,249.804,250.237,มาก,249.84,250.072,0.5358,-0.036,0.165,False,
เก้า,250.254,250.721,กว่า,250.255,250.675,0.8994,-0.001,0.046,False,
แสน,250.804,251.437,เก้า,250.938,251.263,0.5134,-0.134,0.174,False,
ห้า,251.487,252.021,ห้า,251.575,251.729,0.2884,-0.088,0.292,True,
หมื่น,252.087,252.821,ห้าพัน,252.111,252.822,0.966,-0.024,-0.001,False,
ห้าพัน,252.904,253.187,(ผายมือ),253.003,253.696,0.2323,-0.099,-0.509,False,
(ผายมือ),253.204,253.787,(ผายมือ),253.003,253.696,0.6276,0.201,0.091,True,
เขียน,254.287,255.437,เปรียบเทียบ,254.671,255.397,0.6313,-0.384,0.04,False,
เปรียบเทียบ,255.503,256.32,ได้,255.508,256.323,0.9902,-0.005,-0.003,False,
ได้,256.42,257.303,(ผายมือ),256.634,257.169,0.6059,-0.214,0.134,False,
(ผายมือ),258.087,258.37,,,,0.0,,,False,
(ผายมือ),258.455,259.155,(ชี้),258.837,259.074,0.3386,-0.382,0.081,False,
(ชี้),259.172,259.722,ไหน,259.175,259.631,0.8291,-0.003,0.091,False,
ไหน,259.805,260.222,สอง,259.96,260.329,0.5,-0.155,-0.107,False,
สอง,260.288,260.738,(ลากเส้นที่นิ้วชี้และนิ้วกลางไปมา),260.449,261.963,0.1725,-0.161,-1.225,False,
(ลากเส้นที่นิ้วชี้และนิ้วกลางไปมา),260.788,262.005,(ลากเส้นที่นิ้วชี้และนิ้วกลางไปมา),260.449,261.963,0.7551,0.339,0.042,True,
มาก,262.088,262.422,มาก,262.209,262.385,0.5269,-0.121,0.037,True,
กว่า,262.505,262.855,กว่า,262.48,262.628,0.328,0.025,0.227,True,
เก้า,262.865,263.481,เก้า,262.865,263.372,0.8231,0.0,0.109,True,
เก้า,263.498,263.998,เก้า,263.572,263.902,0.66,-0.074,0.096,True,
แสน,264.015,264.431,แสน,264.085,264.235,0.3606,-0.07,0.196,True,
ห้าหมื่น,264.465,264.948,ห้าหมื่น,264.326,264.831,0.5884,0.139,0.117,True,
แปดพัน,264.965,265.598,แปดพัน,265.04,265.245,0.3239,-0.075,0.353,True,
เจ็ดร้อย,265.615,265.948,เจ็ดร้อย,265.542,265.817,0.4975,0.073,0.131,True,
ห้าสิบ,265.965,266.415,ห้าสิบ,265.923,266.36,0.8028,0.042,0.055,True,
(ลากเส้นที่นิ้วชี้และนิ้วกลาง),266.498,266.748,(ลากเส้นที่นิ้วชี้และนิ้วกลาง),266.434,267.397,0.2596,0.064,-0.649,True,
มาก,266.798,267.431,(ลากเส้นที่นิ้วชี้และนิ้วกลาง),266.434,267.397,0.6008,0.364,0.034,False,
กว่า,267.498,267.681,มาก,267.517,267.745,0.664,-0.019,-0.064,False,
เก้า,267.698,268.248,กว่า,267.865,268.123,0.4691,-0.167,0.125,False,
แสน,268.265,268.848,เก้า,268.618,268.846,0.3911,-0.353,0.002,False,
ห้า,268.881,269.331,แสน,268.914,269.083,0.3756,-0.033,0.248,False,
หมื่น,269.415,269.598,ห้าหมื่น,269.16,269.603,0.4131,0.255,-0.005,False,
ห้าพัน,269.615,270.148,ห้าพัน,269.732,270.354,0.5629,-0.117,-0.206,True,
เจ็ดร้อย,270.215,270.665,ห้าพัน,269.732,270.354,0.149,0.483,0.311,False,
เก้าสิบ,270.681,271.265,เจ็ดร้อย,270.757,271.083,0.5582,-0.076,0.182,False,
เก้า,271.281,271.865,เก้า,271.458,271.846,0.6644,-0.177,0.019,True,
(ผายมือ),273.859,274.076,(ผายมือ),273.843,274.145,0.7185,0.016,-0.069,True,
รถยนต์,274.093,274.676,รถยนต์,274.166,274.551,0.6604,-0.073,0.125,True,
(ลักษณนามรถยนต์),274.693,275.209,(ลักษณนามรถยนต์),274.969,275.212,0.4624,-0.276,-0.003,True,
(ลักษณนามรถยนต์),275.276,275.859,สาม,275.243,276.0,0.7701,0.033,-0.141,False,
สาม,276.009,276.609,(ชี้นิ้วมือซ้ายที่ชูสามนิ้ว),276.037,276.705,0.8218,-0.028,-0.096,False,
(ชี้นิ้วมือซ้ายที่ชูสามนิ้ว),276.626,277.109,ราคา,276.828,277.44,0.3452,-0.202,-0.331,False,
ราคา,277.126,277.759,ราคา,276.828,277.44,0.3373,0.298,0.319,True,
(ผายมือ),277.776,278.293,(ผายมือ),277.465,278.545,0.4787,0.311,-0.252,True,
(ชี้นิ้วมือซ้ายที่ชูสามนิ้ว),278.756,279.589,(ชี้นิ้วมือซ้ายที่ชูสามนิ้ว),278.723,279.431,0.7794,0.033,0.158,True,
เรา,279.606,280.423,เรา,279.843,280.535,0.6243,-0.237,-0.112,True,
เปรียบเทียบ,280.589,281.473,เปรียบเทียบ,281.049,281.28,0.2613,-0.46,0.193,True,
(มากไปหาน้อย),281.489,282.656,(มากไปหาน้อย),282.154,282.437,0.2425,-0.665,0.219,True,
ไหน,282.723,283.673,,,,0.0,,,False,
เปรียบเทียบ,284.708,285.258,เปรียบเทียบ,284.708,284.942,0.4255,0.0,0.316,True,
ดู,285.274,285.874,ที่,285.388,285.575,0.3117,-0.114,0.299,False,
ที่,285.891,286.658,สอง,285.818,286.775,0.8015,0.073,-0.117,False,
สอง,286.708,287.241,มาก,287.037,287.511,0.254,-0.329,-0.27,False,
มาก,287.258,287.424,มาก,287.037,287.511,0.3502,0.221,-0.087,True,
ที่สุด,287.458,288.041,ที่สุด,287.566,287.803,0.4065,-0.108,0.238,True,
มาก,288.269,288.836,ราคา,288.4,288.871,0.7243,-0.131,-0.035,False,
ราคา,288.853,289.136,หนึ่ง,289.046,289.422,0.1582,-0.193,-0.286,False,
หนึ่ง,289.153,289.736,ล้าน,289.443,289.769,0.4756,-0.29,-0.033,False,
ล้าน,289.786,290.236,สามร้อย,289.803,290.492,0.6133,-0.017,-0.256,False,
สามร้อย,290.286,290.403,สามร้อย,289.803,290.492,0.1698,0.483,-0.089,True,
แปดสิบ,290.486,291.119,แปดสิบ,290.538,291.188,0.8276,-0.052,-0.069,True,
ห้า,291.219,291.853,ห้า,291.274,292.206,0.5866,-0.055,-0.353,True,
(ชี้หนึ่ง),292.387,292.837,(ชี้หนึ่ง),292.354,292.843,0.9202,0.033,-0.006,True,
หนึ่ง,292.887,293.42,หนึ่ง,292.948,293.243,0.5535,-0.061,0.177,True,
หนึ่ง,293.47,293.987,ล้าน,293.502,294.157,0.706,-0.032,-0.17,False,
ล้าน,294.004,294.304,ล้าน,293.502,294.157,0.1908,0.502,0.147,True,
ถัดมา,294.371,294.705,ถัดมา,294.305,294.68,0.7725,0.066,0.025,True,
ที่,294.771,295.338,หนึ่ง,295.102,295.286,0.3245,-0.331,0.052,False,
หนึ่ง,295.355,296.188,(ชี้),295.425,296.265,0.8385,-0.07,-0.077,False,
(ชี้),296.271,296.338,,,,0.0,,,False,
ที่,296.388,296.821,ที่,296.502,296.643,0.3256,-0.114,0.178,True,
สาม,296.905,297.471,สาม,296.892,297.283,0.6528,0.013,0.188,True,
สอง,297.488,298.905,สอง,297.782,298.655,0.6161,-0.294,0.25,True,
หนึ่ง,298.921,299.571,สาม,299.326,299.689,0.319,-0.405,-0.118,False,
สาม,299.688,299.788,สาม,299.326,299.689,0.0022,0.362,0.099,True,
สมมุติ,301.29,302.44,สมมุติ,301.274,301.797,0.4348,0.016,0.643,True,
อยาก,302.474,303.457,ใหม่,302.643,302.932,0.294,-0.169,0.525,False,
ใหม่,303.657,304.224,(น้อยไปหามาก),303.188,305.683,0.2273,0.469,-1.459,False,
(น้อยไปหามาก),304.507,304.857,(น้อยไปหามาก),303.188,305.683,0.1403,1.319,-0.826,True,
ที่สาม,305.913,306.996,ที่สาม,305.88,307.394,0.7153,0.033,-0.398,True,
ที่,307.146,307.38,ที่สาม,305.88,307.394,0.1546,1.266,-0.014,False,
หนึ่ง,307.413,308.313,หนึ่ง,307.929,308.394,0.3914,-0.516,-0.081,True,
(ชี้นิ้วชี้),308.413,309.363,(ชี้นิ้วชี้),308.754,309.385,0.6265,-0.341,-0.022,True,
สอง,309.38,310.13,สอง,309.855,311.157,0.1548,-0.475,-1.027,True,
มี,310.146,311.063,สอง,309.855,311.157,0.7043,0.291,-0.094,False,
(ผายมือ),311.213,312.146,(ผายมือ),311.855,312.434,0.2383,-0.642,-0.288,True,
(น้อยไปหามาก),312.163,313.163,(ผายมือ),311.855,312.434,0.2072,0.308,0.729,False,
(ผายมือ),313.196,314.13,(น้อยไปหามาก),313.071,313.698,0.474,0.125,0.432,False,
ดู,314.686,315.252,(ผายมือ),314.988,315.274,0.449,-0.302,-0.022,False,
(ผายมือ),315.269,315.802,ตัวอย่าง,315.366,315.726,0.6754,-0.097,0.076,False,
ตัวอย่าง,315.902,315.969,,,,0.0,,,False,
(ผายมือ),315.981,316.164,(ผายมือ),315.981,316.185,0.8971,0.0,-0.021,True,
เปรียบเทียบ,316.181,316.664,เปรียบเทียบ,316.255,317.206,0.399,-0.074,-0.542,True,
ตัวเลข,316.681,317.281,เปรียบเทียบ,316.255,317.206,0.5117,0.426,0.075,False,
นับ,317.297,317.747,ตัวเลข,317.234,317.431,0.2612,0.063,0.316,False,
มี,317.764,318.231,นับ,317.588,318.197,0.6734,0.176,0.034,False,
(วางคำ),318.264,318.431,มี,318.243,318.708,0.3591,0.021,-0.277,False,
(วางคำ),318.597,319.047,(วางคำ),318.803,318.917,0.2533,-0.206,0.13,True,
(วางคำ),319.081,319.664,(วางคำ),319.422,319.545,0.211,-0.341,0.119,True,
(วางคำ),319.681,319.831,,,,0.0,,,False,
สี่,319.864,320.264,สี่,319.975,320.298,0.6659,-0.111,-0.034,True,
(ชี้เรียงตามนิ้วมือซ้าย),320.595,321.145,(ชี้เรียงตามนิ้วมือซ้าย),320.529,321.378,0.6478,0.066,-0.233,True,
อ่าน,321.212,321.912,อ่าน,321.443,321.772,0.47,-0.231,0.14,True,
ก่อน,321.929,322.612,(ชี้แต่ละนิ้ว),322.225,322.966,0.3732,-0.296,-0.354,False,
(ชี้แต่ละนิ้ว),322.629,323.345,(ชี้แต่ละนิ้ว),322.225,322.966,0.3009,0.404,0.379,True,
ก่อน,323.362,324.112,ก่อน,323.182,323.717,0.3817,0.18,0.395,True,
(ชี้ย้ำที่นิ้วชี้),324.098,325.164,(ชี้ย้ำที่นิ้วชี้),324.098,325.748,0.6461,0.0,-0.584,True,
เท่าไร,325.731,326.464,เท่าไร,325.902,326.102,0.2729,-0.171,0.362,True,
หก,326.481,327.164,ล้าน,326.862,327.163,0.4407,-0.381,0.001,False,
ล้าน,327.181,327.731,สาม,327.317,327.64,0.5873,-0.136,0.091,False,
สาม,327.798,328.081,แสน,327.8,328.852,0.2666,-0.002,-0.771,False,
แสน,328.898,329.298,สอง,329.031,329.585,0.3886,-0.133,-0.287,False,
สอง,329.314,329.831,สอง,329.031,329.585,0.3387,0.283,0.246,True,
พัน,329.898,330.564,หนึ่งร้อย,330.086,330.388,0.4535,-0.188,0.176,False,
หนึ่งร้อย,330.598,330.948,ห้าสิบ,330.508,330.908,0.7045,0.09,0.04,False,
ห้าสิบ,330.981,331.748,เก้า,331.015,331.782,0.9151,-0.034,-0.034,False,
เก้า,331.814,332.181,(ชี้ย้ำที่นิ้วกลาง),332.178,334.772,0.001,-0.364,-2.591,False,
(ชี้ย้ำที่นิ้วกลาง),332.194,332.644,(ชี้ย้ำที่นิ้วกลาง),332.178,334.772,0.1735,0.016,-2.128,True,
หก,332.728,333.228,(ชี้ย้ำที่นิ้วกลาง),332.178,334.772,0.1928,0.55,-1.544,False,
ล้าน,333.244,333.728,(ชี้ย้ำที่นิ้วกลาง),332.178,334.772,0.1866,1.066,-1.044,False,
สาม,334.828,335.478,หก,334.883,335.418,0.8231,-0.055,0.06,False,
แสน,335.494,336.378,สาม,335.926,336.351,0.4808,-0.432,0.027,False,
สอง,336.394,337.094,แสน,336.458,336.975,0.7386,-0.064,0.119,False,
หมื่น,337.111,337.461,สอง,337.058,337.258,0.3648,0.053,0.203,False,
เก้าพัน,337.794,338.461,เก้าพัน,337.957,338.542,0.6738,-0.163,-0.081,True,
ห้าร้อย,338.611,339.311,ห้าร้อย,338.668,339.314,0.9147,-0.057,-0.003,True,
สิบ,339.328,340.094,สิบ,339.498,339.957,0.5992,-0.17,0.137,True,
(ชี้ย้ำที่นิ้วนาง),340.08,340.446,(ชี้ย้ำที่นิ้วนาง),340.08,342.695,0.14,0.0,-2.249,True,
เก้า,340.496,340.946,(ชี้ย้ำที่นิ้วนาง),340.08,342.695,0.1721,0.416,-1.749,False,
แสน,342.696,343.613,เก้า,342.972,343.265,0.3195,-0.276,0.348,False,
เก้า,343.93,344.63,เก้า,344.418,344.643,0.2973,-0.488,-0.013,True,
หมื่น,344.713,344.913,หมื่น,344.735,345.382,0.2661,-0.022,-0.469,True,
ห้าพัน,345.396,345.946,ห้าพัน,345.514,346.345,0.4552,-0.118,-0.399,True,
เจ็ดร้อย,345.963,346.563,ห้าพัน,345.514,346.345,0.3642,0.449,0.218,False,
แปดสิบ,346.58,347.463,เจ็ดร้อย,346.572,346.982,0.4512,0.008,0.481,False,
เก้า,347.48,348.163,เก้า,347.735,348.046,0.4553,-0.255,0.117,True,
(ชี้นิ้วนาง),348.164,348.381,(ชี้นิ้วนาง),348.148,348.298,0.5751,0.016,0.083,True,
(ชี้ย้ำที่นิ้วก้อย),348.414,349.264,(ชี้ย้ำที่นิ้วก้อย),348.858,351.132,0.1494,-0.444,-1.868,True,
หก,351.131,351.731,หก,351.388,351.723,0.5583,-0.257,0.008,True,
ล้าน,351.814,352.481,ล้าน,351.8,352.391,0.8473,0.014,0.09,True,
สาม,352.498,353.031,สาม,352.492,352.889,0.7254,0.006,0.142,True,
แสน,353.081,353.848,แสน,352.994,353.935,0.8151,0.087,-0.087,True,
สอง,353.998,354.698,สอง,354.08,354.372,0.4171,-0.082,0.326,True,
หมื่น,355.214,355.531,สองร้อย,355.332,355.778,0.3528,-0.118,-0.247,False,
สองร้อย,355.614,355.748,สองร้อย,355.332,355.778,0.3004,0.282,-0.03,True,
สิบห้า,355.798,356.514,สิบห้า,356.0,356.6,0.6409,-0.202,-0.086,True,
(ชี้ย้ำที่นิ้วก้อย),356.531,357.264,(ชี้ย้ำที่นิ้วก้อย),356.782,357.332,0.6017,-0.251,-0.068,True,
ทั้งหมด,357.58,358.314,ทั้งหมด,357.514,357.914,0.4175,0.066,0.4,True,
เปรียบเทียบ,358.33,359.014,เปรียบเทียบ,358.058,358.794,0.4854,0.272,0.22,True,
(ชี้แต่ละนิ้ว),359.114,359.647,(ชี้แต่ละนิ้ว),359.262,359.649,0.7196,-0.148,-0.002,True,
สี่,359.697,360.33,สี่,359.729,360.252,0.8262,-0.032,0.078,True,
เปรียบเทียบ,360.38,361.08,เปรียบเทียบ,360.406,360.908,0.7171,-0.026,0.172,True,
ตัวอย่าง,361.129,361.562,ตัวอย่าง,361.079,361.608,0.8185,0.05,-0.046,True,
เรา,361.579,361.945,เรา,361.766,362.709,0.1584,-0.187,-0.764,True,
เห็น,361.962,362.629,เรา,361.766,362.709,0.7073,0.196,-0.08,False,
สังเกต,362.695,363.029,เห็น,362.892,363.031,0.4077,-0.197,-0.002,False,
ตรง,363.079,363.462,สังเกต,363.332,363.505,0.3052,-0.253,-0.043,False,
(มี+สี่),363.479,363.945,ตรง,363.649,363.889,0.515,-0.17,0.056,False,
เห็น,363.979,364.395,เห็น,364.268,364.406,0.2974,-0.289,-0.011,True,
(ชี้ไล่เรียงแต่ละนิ้ว),364.412,364.862,(ชี้ไล่เรียงแต่ละนิ้ว),364.631,365.163,0.3076,-0.219,-0.301,True,
มาก,364.895,365.479,(ชี้ไล่เรียงแต่ละนิ้ว),364.631,365.163,0.316,0.264,0.316,False,
ที่สุด,365.595,365.895,มาก,365.529,365.782,0.5109,0.066,0.113,False,
สังเกต,365.912,366.429,ที่สุด,366.043,366.218,0.3385,-0.131,0.211,False,
ชัดเจน,366.479,366.929,สังเกต,366.508,366.68,0.3822,-0.029,0.249,False,
(ชี้แต่ละนิ้ว),367.354,367.987,(ชี้แต่ละนิ้ว),367.354,368.766,0.4483,0.0,-0.779,True,
เปรียบเทียบ,368.004,368.737,(ชี้แต่ละนิ้ว),367.354,368.766,0.5191,0.65,-0.029,False,
ตัวเลข,368.787,369.454,ตัวเลข,369.255,370.08,0.1539,-0.468,-0.626,True,
ฝั่งซ้าย,369.47,370.287,ตัวเลข,369.255,370.08,0.5911,0.215,0.207,False,
มี,370.304,371.154,ฝั่งซ้าย,370.705,371.274,0.4629,-0.401,-0.12,False,
(วางสันมือที่นิ้วชี้),371.17,372.004,(วางสันมือที่นิ้วชี้),371.745,371.886,0.1691,-0.575,0.118,True,
ล้าน,372.07,372.704,ล้าน,372.111,373.268,0.495,-0.041,-0.564,True,
มี,372.787,373.687,ล้าน,372.111,373.268,0.3052,0.676,0.419,False,
หก,374.098,374.181,หก,374.098,374.329,0.3593,0.0,-0.148,True,
ล้าน,374.281,374.348,หก,374.098,374.329,0.192,0.183,0.019,False,
(ชี้นิ้วกลาง),374.398,374.848,ล้าน,374.443,374.883,0.8351,-0.045,-0.035,False,
หก,374.898,375.348,(ชี้นิ้วกลาง),375.135,375.351,0.4702,-0.237,-0.003,False,
ล้าน,375.364,375.831,หก,375.594,375.76,0.3555,-0.23,0.071,False,
(ชี้นิ้วนาง),375.864,375.998,ล้าน,375.837,376.028,0.7016,0.027,-0.03,False,
(ชี้นิ้วก้อย),376.014,376.448,(ชี้นิ้วนาง),376.246,376.938,0.2186,-0.232,-0.49,False,
หก,376.714,377.114,(ชี้นิ้วนาง),376.246,376.938,0.2581,0.468,0.176,False,
ล้าน,377.131,377.581,(ชี้นิ้วก้อย),377.2,377.314,0.2533,-0.069,0.267,False,
(ชี้นิ้วก้อย),377.781,378.564,(ชี้นิ้วก้อย),378.197,378.471,0.3499,-0.416,0.093,True,
(ชี้ไล่เรียงแต่ละนิ้ว),378.585,379.301,(ชี้ไล่เรียงแต่ละนิ้ว),378.585,379.366,0.9168,0.0,-0.065,True,
(ชี้ย้ำที่นิ้วนาง),379.318,380.068,(ชี้ย้ำที่นิ้วนาง),379.4,380.649,0.5019,-0.082,-0.581,True,
ลอง,380.551,381.218,ลอง,380.705,381.062,0.5352,-0.154,0.156,True,
สังเกต,381.301,381.901,สังเกต,381.114,381.662,0.4587,0.187,0.239,True,
(ชี้ย้ำที่นิ้วนาง),381.908,382.574,(ชี้ย้ำที่นิ้วนาง),381.908,383.434,0.4364,0.0,-0.86,True,
ล้าน,382.591,383.341,(ชี้ย้ำที่นิ้วนาง),381.908,383.434,0.4915,0.683,-0.093,False,
ฝั่งซ้าย,383.424,383.741,ล้าน,383.671,383.926,0.1394,-0.247,-0.185,False,
(ชี้ย้ำที่นิ้วนาง),383.908,384.358,ฝั่งซ้าย,384.132,384.385,0.4738,-0.224,-0.027,False,
มี,384.408,385.024,(ชี้ย้ำที่นิ้วนาง),384.769,386.378,0.1294,-0.361,-1.354,False,
หนึ่ง,385.074,385.991,(ชี้ย้ำที่นิ้วนาง),384.769,386.378,0.5699,0.305,-0.387,False,
แสน,386.224,386.974,หนึ่ง,386.732,386.982,0.3193,-0.508,-0.008,False,
หนึ่ง,386.991,387.641,แสน,387.089,387.582,0.7585,-0.098,0.059,False,
แสน,387.658,388.341,หนึ่ง,387.772,388.043,0.3968,-0.114,0.298,False,
(ชี้ย้ำที่นิ้วนาง),388.876,389.459,(ชี้ย้ำที่นิ้วนาง),388.843,389.434,0.9058,0.033,0.025,True,
มี,389.476,389.926,มี,389.594,389.914,0.7111,-0.118,0.012,True,
(ชี้นิ้วนาง),389.976,390.493,(ชี้นิ้วนาง),390.08,390.28,0.3868,-0.104,0.213,True,
เงิน,390.526,391.143,น้อย,390.692,391.203,0.6662,-0.166,-0.06,False,
น้อย,391.209,391.709,(ชี้นิ้วนาง),391.403,391.508,0.21,-0.194,0.201,False,
(ชี้นิ้วนาง),391.726,392.226,น้อย,391.662,392.32,0.7599,0.064,-0.094,False,
น้อย,392.309,392.526,เรา,392.511,393.431,0.0134,-0.202,-0.905,False,
เรา,392.544,393.311,เรา,392.511,393.431,0.8337,0.033,-0.12,True,
สลับ,393.377,393.977,สลับ,393.738,393.988,0.3912,-0.361,-0.011,True,
ตอบ,394.027,394.644,ตอบ,394.191,394.588,0.6434,-0.164,0.056,True,
ได้,394.711,395.561,ได้,394.671,395.117,0.4562,0.04,0.444,True,
ที่,395.577,396.227,ที่,395.298,395.782,0.2207,0.279,0.445,True,
สอง,396.427,396.544,(จับที่นิ้วชี้),396.422,397.462,0.1125,0.005,-0.918,False,
(จับที่นิ้วชี้),396.694,397.477,(จับที่นิ้วชี้),396.422,397.462,0.728,0.272,0.015,True,
คะแนน,397.699,397.966,คะแนน,397.616,398.086,0.5681,0.083,-0.12,True,
น้อย,398.016,398.566,น้อย,398.317,398.846,0.3,-0.301,-0.28,True,
ไหน,398.582,399.116,น้อย,398.317,398.846,0.3304,0.265,0.27,False,
(ชี้นิ้วชี้),399.132,399.582,ไหน,398.96,399.364,0.373,0.172,0.218,False,
เก้า,399.599,400.266,,,,0.0,,,False,
แสน,400.282,400.866,(ชี้นิ้วชี้),400.483,400.625,0.2432,-0.201,0.241,False,
เก้า,400.882,401.449,แสน,401.222,401.422,0.3527,-0.34,0.027,False,
หมื่น,401.516,401.932,เก้า,401.615,401.834,0.5264,-0.099,0.098,False,
ห้าพัน,401.949,402.482,ห้าพัน,402.182,402.492,0.5525,-0.233,-0.01,True,
เจ็ดร้อย,402.516,403.016,เจ็ดร้อย,402.649,403.012,0.726,-0.133,0.004,True,
แปดสิบ,403.032,403.582,แปดสิบ,403.163,403.862,0.5048,-0.131,-0.28,True,
เก้า,403.599,404.149,เก้า,403.917,404.157,0.4158,-0.318,-0.008,True,
(ชี้ย้ำที่นิ้วชี้),404.288,404.804,(ชี้ย้ำที่นิ้วชี้),404.288,405.246,0.5386,0.0,-0.442,True,
(ชี้ตัวเอง),404.821,405.421,(ชี้ย้ำที่นิ้วชี้),404.288,405.246,0.3751,0.533,0.175,False,
(ชี้ย้ำที่นิ้วชี้),405.438,405.938,(ชี้ย้ำที่นิ้วชี้),405.732,406.498,0.1943,-0.294,-0.56,True,
[มี],405.954,406.521,(ชี้ย้ำที่นิ้วชี้),405.732,406.498,0.6895,0.222,0.023,False,
คิด,406.604,407.138,มี,406.775,407.206,0.603,-0.171,-0.068,False,
เอามา,407.154,407.738,คิด,407.354,407.702,0.5959,-0.2,0.036,False,
พิจารณา,407.804,408.321,พิจารณา,408.068,408.449,0.3922,-0.264,-0.128,True,
ปรึกษา,408.371,408.921,ปรึกษา,408.505,408.766,0.4745,-0.134,0.155,True,
ไม่,409.004,409.654,ไม่,408.862,409.665,0.8095,0.142,-0.011,True,
ต่อ,410.025,410.525,ต่อ,410.009,410.554,0.9174,0.016,-0.029,True,
ไหน,410.542,410.942,ไหน,410.618,410.895,0.6925,-0.076,0.047,True,
ทำ,411.025,411.525,ทำ,411.071,411.403,0.664,-0.046,0.122,True,
หา,411.559,412.142,หา,411.658,412.071,0.7084,-0.099,0.071,True,
ตรง,412.175,412.625,ตรง,412.375,412.655,0.5208,-0.2,-0.03,True,
เงิน,412.675,413.042,เงิน,412.883,413.172,0.3199,-0.208,-0.13,True,
มาก,413.059,413.525,มาก,413.28,413.702,0.381,-0.221,-0.177,True,
ที่สุด,413.559,414.025,ที่สุด,413.785,414.043,0.4959,-0.226,-0.018,True,
ใคร,414.092,414.459,ใคร,414.108,414.323,0.5858,-0.016,0.136,True,
(ชี้ย้ำที่นิ้วโป้ง),414.639,415.206,(ชี้ย้ำที่นิ้วโป้ง),414.606,415.455,0.6678,0.033,-0.249,True,
ฝั่งซ้าย,415.239,416.122,ฝั่งซ้าย,415.723,416.175,0.4263,-0.484,-0.053,True,
มี,416.172,417.039,มี,416.292,417.046,0.8547,-0.12,-0.007,True,
หนึ่ง,417.072,417.256,หนึ่ง,417.175,417.369,0.2727,-0.103,-0.113,True,
ล้าน,417.272,418.122,ล้าน,417.397,419.043,0.4094,-0.125,-0.921,True,
